. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2017-12-19 09:30:50 EST     (sdww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 03319885 GREEN RIVER AT LIVERMORE, KY
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	03319885	423	1952-01-30 13:30:00	CST	Yes	MSH	USGS	19.70	33200	Good	0.04	2.20	Submerged	MEAS
USGS	03319885	424	1952-03-04 11:30:00	CST	Yes	RLB	USGS	6.95	13100	Good	0.04	1.70	Clear	MEAS
USGS	03319885	425	1952-03-25 09:10:00	CST	Yes	RLB/MSH	USGS	27.76	62500	Good	0.07	2.30	Submerged	MEAS
USGS	03319885	426	1952-03-31 11:40:00	CST	Yes	MSH/RLB	USGS	28.73	70900	Good	0.03	2.60	Submerged	MEAS
USGS	03319885	427	1952-04-03 14:30:00	CST	Yes	MSH/RLB	USGS	27.56	56200	Good	-0.05	1.80	Submerged	MEAS
USGS	03319885	428	1952-05-14 12:40:00	CDT	Yes	MSH/RLB	USGS	5.08	6690	Fair	-0.01	1.30	Clear	MEAS
USGS	03319885	429	1952-06-17 08:05:00	CDT	Yes	MSH	USGS	9.32	4550	Fair	-0.03	1.30	Clear	MEAS
USGS	03319885	430	1952-07-22 10:45:00	CDT	Yes	RLB	USGS	3.27	1330	Fair	-0.01	1.30	DebrisModerate	MEAS
USGS	03319885	431	1952-07-29 10:25:00	CDT	Yes	ASC	USGS	2.47	776	Fair	0.00	1.50		MEAS
USGS	03319885	432	1952-08-05 11:10:00	CDT	Yes	RLB	USGS	2.85	543	Fair	0.01	1.20		MEAS
USGS	03319885	433	1952-08-26 09:45:00	CDT	Yes	RLB	USGS	3.34	956	Fair	0.00	1.20	Clear	MEAS
USGS	03319885	434	1952-10-15 09:25:00	CST	Yes	MSH/BM	USGS	8.36	933	Fair	0.01	1.60	Clear	MEAS
USGS	03319885	435	1952-11-06 09:35:00	CST	Yes	MSH/BM	USGS	7.99	416	Poor	-0.02	1.80	Clear	MEAS
USGS	03319885	436	1952-12-10 10:15:00	CST	Yes	RLB/BLM	USGS	4.67	4030	Fair	0.01	1.20	Clear	MEAS
USGS	03319885	437	1953-01-14 10:35:00	CST	Yes	BLM	USGS	6.89	15100	Fair	-0.06	1.30	Clear	MEAS
USGS	03319885	438	1953-02-18 11:20:00	CST	Yes	MSH	USGS	5.41	7750	Good	-0.01	1.20	Clear	MEAS
USGS	03319885	439	1953-03-31 08:35:00	CST	Yes	BLM	USGS	5.30	7450	Good	-0.01	1.40	Clear	MEAS
USGS	03319885	440	1953-04-29 10:30:00	CDT	Yes	RLB	USGS	4.88	5100	Good	-0.01	1.30	Clear	MEAS
USGS	03319885	441	1953-05-22 11:40:00	CDT	Yes	MSH/BLM	USGS	22.27	43100	Good	0.08	3.10	Submerged	MEAS
USGS	03319885	442	1953-06-02 10:50:00	CDT	Yes	RLB	USGS	4.50	5010	Good	-0.02	1.50	Clear	MEAS
USGS	03319885	443	1953-07-03 09:15:00	CDT	Yes	BLM	USGS	3.68	1850	Good	0.00	1.30	Clear	MEAS
USGS	03319885	444	1953-08-05 11:15:00	CDT	Yes	RLB	USGS	3.77	2120	Fair	0.00	1.00		MEAS
USGS	03319885	445	1953-08-27 15:30:00	CDT	Yes	RLB/BLM	USGS	5.01	694	Fair	0.00	1.50		MEAS
USGS	03319885	446	1953-09-04 10:55:00	CDT	Yes	RLB/BLM	USGS	2.80	944	Fair	-0.04	1.40		MEAS
USGS	03319885	447	1953-09-15 09:05:00	CDT	Yes	MSH/BLM	USGS	7.57	307	Poor	0.00	1.90	Clear	MEAS
USGS	03319885	448	1953-09-15 14:00:00	CDT	Yes	BLM/MSH	USGS	7.57	355	Poor	0.00	1.70	Clear	MEAS
USGS	03319885	449	1953-09-30 10:35:00	CST	Yes	BLM/MSH	USGS	7.36	331	Fair	-0.01	1.60		MEAS
USGS	03319885	450	1953-09-30 13:20:00	CST	Yes	BLM/MSH	USGS	7.35	321	Poor	-0.01	1.30		MEAS
USGS	03319885	451	1953-10-06 15:25:00	CST	Yes	MSH	USGS	7.30	309	Good	0.03	1.60	Clear	MEAS
USGS	03319885	452	1953-10-23 12:15:00	CST	Yes	RLB	USGS	8.00	303	Fair	-0.01	1.80		MEAS
USGS	03319885	453	1953-11-04 08:30:00	CST	Yes	BLM	USGS	8.15	377	Poor	0.00	2.00		MEAS
USGS	03319885	454	1953-11-23 12:15:00	CST	Yes	BLM	USGS	8.44	691	Fair	0.03	1.50		MEAS
USGS	03319885	455	1954-01-05 11:35:00	CST	Yes	BLM	USGS	3.35	588	Fair	0.00	1.30		MEAS
USGS	03319885	456	1954-02-10 09:15:00	CST	Yes	RLB	USGS	4.15	2860	Good	0.00	1.10	Clear	MEAS
USGS	03319885	457	1954-03-17 11:00:00	CST	Yes	RLB	USGS	4.42	4270	Good	-0.01	1.20		MEAS
USGS	03319885	458	1954-04-20 12:00:00	CST	Yes	MSH	USGS	15.68	36400	Good	0.10	2.00	Submerged	MEAS
USGS	03319885	459	1954-05-19 10:30:00	CDT	Yes	RLB	USGS	4.44	4370	Good	-0.01	1.00		MEAS
USGS	03319885	460	1954-06-30 09:30:00	CDT	Yes	MSH	USGS	8.00	763	Good	0.00	1.50	Clear	MEAS
USGS	03319885	461	1954-08-04 10:25:00	CDT	Yes	BLM	USGS	7.92	776	Fair	0.01	1.20		MEAS
USGS	03319885	462	1954-09-20 15:15:00	CDT	Yes	RLB/BLM	USGS	3.46	22.8	Poor	0.00	0.80		MEAS
USGS	03319885	463	1954-09-22 11:45:00	CDT	Yes	RLB/BLM	USGS	6.59	8870	Good	0.01	0.90		MEAS
USGS	03319885	464	1954-10-15 11:30:00	CST	Yes	RLB	USGS	4.25	1640	Good	0.05	1.00	DebrisHeavy	MEAS
USGS	03319885	465	1954-11-17 10:20:00	CST	Yes	BLM	USGS	4.04	439	Fair	0.02	1.30		MEAS
USGS	03319885	466	1954-12-29 10:00:00	CST	Yes	RLB	USGS	6.96	8170	Fair	0.10	0.80	Clear	MEAS
USGS	03319885	467	1955-01-24 13:20:00	CST	Yes	BLM	USGS	5.78	5650	Good	0.02	1.30		MEAS
USGS	03319885	468	1955-03-01 12:10:00	CST	Yes	MSH	USGS	23.71	45100	Good	0.08	2.20	Submerged	MEAS
USGS	03319885	469	1955-03-03 11:15:00	CST	Yes	MSH	USGS	24.95	45900	Good	0.04	2.30	Submerged	MEAS
USGS	03319885	470	1955-03-11 10:20:00	CST	Yes	BLM/RLB	USGS	26.68	48900	Good	0.00	2.20	Submerged	MEAS
USGS	03319885	471	1955-04-05 11:15:00	CST	Yes	BLM/RLB	USGS	23.77	29400	Good	-0.08	1.70	Submerged	MEAS
USGS	03319885	472	1955-04-29 12:30:00	CDT	Yes	MSH/CHH	USGS	28.47	59500	Fair	0.00	2.50	Submerged	MEAS
USGS	03319885	473	1955-05-12 10:20:00	CDT	Yes	RLB	USGS	4.30	2430	Good	0.00	1.20		MEAS
USGS	03319885	474	1955-06-09 10:25:00	CDT	Yes	RLB	USGS	7.77	12000	Good	0.15	1.00	Clear	MEAS
USGS	03319885	475	1955-07-27 11:00:00	CDT	Yes	BLM	USGS	4.55	3080	Good	0.02	1.30	Clear	MEAS
USGS	03319885	476	1955-08-25 10:40:00	CDT	Yes	RLB	USGS	3.19	1040	Fair	0.00	1.20		MEAS
USGS	03319885	477	1955-09-14 10:00:00	CDT	Yes	RLB	USGS	3.00	690	Poor	0.00	1.50		MEAS
USGS	03319885	478	1955-10-05 13:35:00	CDT	Yes	BLM/RLB	USGS	4.78	3160	Fair	-0.02	1.40		MEAS
USGS	03319885	479	1955-11-02 11:00:00	CST	Yes	RLB	USGS	3.72	682	Fair	-0.02	1.00		MEAS
USGS	03319885	480	1955-12-07 10:30:00	CST	Yes	BLM	USGS	6.54	5490	Good	-0.04	1.40		MEAS
USGS	03319885	481	1956-01-12 09:15:00	CST	Yes	RLB	USGS	3.58	872	Good	0.00	1.00	DebrisModerate	MEAS
USGS	03319885	482	1956-02-09 09:00:00	CST	Yes	RLB/MSH	USGS	27.82	60700	Good	0.02	1.80	Submerged	MEAS
USGS	03319885	483	1956-02-27 11:40:00	CST	Yes	RLB	USGS	28.44	75500	Good	-0.02	1.80	Submerged	STOR
USGS	03319885	484	1956-03-29 10:10:00	CST	Yes	RLB	USGS	11.65	12900	Fair	-0.26	1.50	Submerged	MEAS
USGS	03319885	485	1956-04-25 12:30:00	CST	Yes	BLM	USGS	7.32	10400	Good	-0.12	1.70		MEAS
USGS	03319885	486	1956-05-23 10:55:00	CDT	Yes	RLB	USGS	4.98	3820	Fair	-0.01	1.00		MEAS
USGS	03319885	487	1956-07-30 17:45:00	CDT	Yes	MSH	USGS	5.02	4190	Good	-0.01	1.00	DebrisModerate	MEAS
USGS	03319885	488	1956-08-15 11:05:00	CDT	Yes	RLB/BLM	USGS	3.68	1670	Fair	0.00	1.20	DebrisModerate	MEAS
USGS	03319885	489	1956-09-18 12:00:00	CDT	Yes	RLB	USGS	3.39	1020	Poor	0.00	1.00		MEAS
USGS	03319885	490	1956-10-18 10:35:00	CDT	Yes	BLM	USGS	3.35	663	Fair	0.00	1.30	DebrisModerate	MEAS
USGS	03319885	491	1956-11-15 10:15:00	CST	Yes	RLB	USGS	3.38	753	Poor	0.00	1.20	DebrisModerate	MEAS
USGS	03319885	492	1957-01-04 09:20:00	CST	Yes	BLM	USGS	4.30	2330	Good	-0.01	1.30	Clear	MEAS
USGS	03319885	493	1957-01-31 09:50:00	CST	Yes	RLB	USGS	20.32	39900	Fair	0.05	1.50	Submerged	MEAS
USGS	03319885	494	1957-03-06 09:45:00	CST	Yes	BLM	USGS	7.30	12300	Good	-0.04	2.10		MEAS
USGS	03319885	495	1957-04-15 08:45:00	CST	Yes	RLB	USGS	25.53	51000	Good	-0.02	1.80	Submerged	MEAS
USGS	03319885	496	1957-05-15 10:40:00	CDT	Yes	BLM	USGS	4.68	3080	Good	0.02	1.60		MEAS
USGS	03319885	497	1957-06-20 12:55:00	CDT	Yes	BLM	USGS	6.90	10200	Good	0.00	1.20	Clear	MEAS
USGS	03319885	498	1957-08-08 11:00:00	CDT	Yes	RLB/BLM	USGS	3.88	861	Fair	0.01	1.40		MEAS
USGS	03319885	499	1957-08-29 11:55:00	CDT	Yes	RLB	USGS	3.46	691	Poor	0.01	1.00		MEAS
USGS	03319885	500	1957-10-01 14:30:00	CDT	Yes	BLM	USGS	3.94	1150	Good	0.00	1.30	DebrisModerate	MEAS
USGS	03319885	501	1957-11-11 14:00:00	CST	Yes	RLB	USGS	7.58	12100	Good	-0.02	1.10	Clear	MEAS
USGS	03319885	502	1957-12-11 10:45:00	CST	Yes	BLM	USGS	18.44	41000	Good	0.08	2.20	Submerged	MEAS
USGS	03319885	503	1958-01-14 15:15:00	CST	Yes	RLB	USGS	5.60	5980	Good	0.03	1.00		MEAS
USGS	03319885	504	1958-02-25 14:15:00	CST	Yes	BLM	USGS	5.25	4480	Good	0.00	1.20	Clear	MEAS
USGS	03319885	505	1958-04-09 09:50:00	CST	Yes	RLB	USGS	8.92	17900	Fair	-0.01	1.00		MEAS
USGS	03319885	506	1958-05-21 10:45:00	CDT	Yes	BLM	USGS	8.51	10800	Good	-0.24	1.30	Submerged	MEAS
USGS	03319885	507	1958-07-09 11:35:00	CDT	Yes	BLM/RLB	USGS	4.93	3870	Good	0.03	1.20	DebrisLight	MEAS
USGS	03319885	508	1958-08-13 11:20:00	CDT	Yes	BLM/MSH	USGS	5.34	5180	Fair	0.02	1.20	DebrisLight	MEAS
USGS	03319885	509	1958-09-17 11:30:00	CDT	Yes	RLB	USGS	3.79	1320	Poor	-0.01	0.80		MEAS
USGS	03319885	510	1958-10-23 12:05:00	CDT	Yes	BLM	USGS	8.52	705	Poor	0.00	1.60	DebrisLight	MEAS
USGS	03319885	511	1958-12-02 12:10:00	CST	Yes	RLB	USGS	5.93	7840	Good	0.00	1.30		MEAS
USGS	03319885	512	1959-01-14 12:05:00	CST	Yes	BLM	USGS	9.25	2390	Fair	0.00	1.20	DebrisModerate	MEAS
USGS	03319885	513	1959-02-24 12:15:00	CST	Yes	BLM	USGS	12.45	17100	Good	-0.12	2.10	Submerged	MEAS
USGS	03319885	514	1959-04-01 11:35:00	CST	Yes	RLB	USGS	6.12	7560	Good	0.00	0.90		MEAS
USGS	03319885	515	1959-04-29 13:10:00	CDT	Yes	MSH	USGS	10.09	5420	Fair	0.02	1.80	Clear	MEAS
USGS	03319885	516	1959-06-05 12:00:00	CDT	Yes	RLB/BLM	USGS	7.66	13000	Good	-0.02	1.30		MEAS
USGS	03319885	517	1959-08-19 15:55:00	CDT	Yes	BLM	USGS	11.29	4300	Fair	-0.04	1.20	DebrisLight	MEAS
USGS	03319885	518	1959-10-28 10:40:00	CST	Yes	RLB	USGS	4.00	1570	Good	0.01	0.90		MEAS
USGS	03319885	519	1959-12-02 11:05:00	CST	Yes	BLM	USGS	8.80	18000	Good	-0.10	1.10	Submerged	MEAS
USGS	03319885	520	1960-01-12 13:45:00	CST	Yes	MSH	USGS	6.37	8100	Fair	0.00	1.30	Clear	MEAS
USGS	03319885	521	1960-02-08 13:30:00	CST	Yes	RLB	USGS	12.28	34400	Good	0.02	0.80	Submerged	MEAS
